model_name,target_name,equation,complexity,train_mse,test_mse,constant_test_mse,linear_test_mse,improvement_vs_constant,improvement_vs_linear
Spline,mu_chieff_median,((((((x1 * -0.07664490920088875) - -0.5433652710454651) * square((x2 + 0.01956506028854484) * x6)) + 0.09558132682401106) * x4) * -0.6177352360428746) + 0.0673824725463091,20.0,1.6949427878414262e-06,9.795004348724594e-07,0.0027694471486057436,0.0008489535909923211,0.9996463191451892,0.9988462261715301
Spline,logsigma_chieff_median,(((((x7 ^ x0) ^ 1.2309316449200762) * (0.3363207761598406 ^ (x0 ^ x7))) * -0.9675521212904342) + -1.4906961316753102) - (x8 * 0.7275840932549927),19.0,3.1266490289647066e-05,4.563593488870867e-05,0.16372693055440313,0.1244583648253606,0.9997212679995027,0.9996333236825604
