model_name,target_name,low_z_mean_slope,high_z_mean_slope,global_mean_abs_curvature,zero_crossing_z,derivative_at_z1,endpoint_lowz,endpoint_highz
Spline,mu_chieff,-0.13818572274458704,-0.18622176654582906,0.42572730473583,1.2760826761516426,-0.03744915914175149,0.0673824725463091,-0.1412722112065371
Spline,logsigma_chieff,2.5993547949978115,-0.7457197470599379,2.4560485685094218,,0.08409622243875721,-3.202628962085881,-2.1790585955905346
