model_name,target_name,low_z_mean_slope,high_z_mean_slope,global_mean_abs_curvature,zero_crossing_z,derivative_at_z1,endpoint_lowz,endpoint_highz
Linear,mu_chieff,-0.0150393928357188,-0.016297702379131133,0.0012803402653355357,,-0.015637480794690885,0.035774375710647136,0.00586250506721927
Linear,logsigma_chieff,0.947513724397748,0.958191569108899,0.026040973825077002,,0.9615786084807258,-2.703816934380217,-0.8904802751659293
